Survived,SibSp,Parch,Cabin_No,Cabin_Yes,Embarked_C,Embarked_Q,Embarked_S,Sex_female,Sex_male,Pclass_1,Pclass_2,Pclass_3,Age_scaled,Fare_scaled
0,0,0,0,1,0,0,1,0,1,1,0,0,2.167418783,0.056292398
0,1,1,1,0,1,0,0,0,1,0,0,1,-1.075391347,-0.502863973
0,1,0,1,0,0,0,1,0,1,0,0,1,-0.341577277,-0.290024222
0,0,0,1,0,1,0,0,0,1,0,0,1,0.008993116,-0.502948539
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.121433057,-0.457142125
1,0,1,0,1,0,0,1,1,0,1,0,0,-0.561721498,0.458986142
0,0,0,1,0,0,0,1,1,0,0,1,0,0.612381013,-0.38667072
1,0,0,1,0,0,1,0,1,0,0,0,1,-0.556259897,-0.489776426
1,0,0,1,0,0,1,0,1,0,0,0,1,-0.556259897,-0.489776426
0,1,4,1,0,0,0,1,0,1,0,0,1,0.759143827,-0.086663881
0,1,0,1,0,1,0,0,0,1,0,1,0,-0.04805165,-0.090272017
0,0,1,1,0,1,0,0,1,0,0,0,1,1.126050862,-0.357390858
0,0,0,1,0,0,0,1,0,1,0,0,1,0.392236792,-0.506472109
0,1,0,1,0,0,1,0,0,1,0,0,1,0.261371536,-0.336334002
0,0,0,1,0,0,0,1,0,1,0,0,1,0.025329757,-0.502445171
1,1,0,0,1,1,0,0,1,0,1,0,0,2.226771966,0.866713557
1,0,0,1,0,1,0,0,1,0,0,0,1,-0.500576315,-0.502863973
1,0,0,1,0,0,1,0,1,0,0,0,1,0.433007703,-0.492377828
1,0,0,0,1,1,0,0,1,0,1,0,0,-0.414958684,0.746912168
1,1,0,0,1,1,0,0,0,1,1,0,0,-0.341577277,0.467879633
0,1,0,1,0,0,0,1,0,1,0,0,1,-0.855247126,-0.517630753
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.781865719,-0.486337422
0,0,0,1,0,1,0,0,0,1,1,0,0,-0.561721498,2.082512414
0,3,1,1,0,0,0,1,1,0,0,0,1,-1.95596823,-0.224083121
1,1,0,1,0,1,0,0,1,0,1,0,0,0.13850529,1.0060617
1,0,0,1,0,0,0,1,1,0,0,0,1,-0.561721498,-0.502445171
0,0,2,0,1,1,0,0,0,1,1,0,0,-0.194814463,3.610064686
0,0,0,1,0,1,0,0,0,1,0,0,1,-0.708484312,-0.567631221
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.781865719,-0.491874461
1,0,0,1,0,1,0,0,1,0,1,0,0,0.905906641,3.932723049
1,0,2,1,0,1,0,0,1,0,0,0,1,-2.102731044,-0.331467448
0,0,0,1,0,0,0,1,0,1,0,0,1,0.172092571,-0.488854258
1,1,0,1,0,0,0,1,1,0,1,0,0,0.392236792,0.39858208
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.130785677,-0.48944219
0,0,0,1,0,0,0,1,0,1,0,1,0,-0.855247126,0.831477855
0,5,2,1,0,0,0,1,0,1,0,0,1,-2.102731044,0.295895176
1,0,0,1,0,0,0,1,1,0,0,1,0,0.465618199,-0.38667072
0,0,0,1,0,0,1,0,0,1,0,0,1,-0.707778686,-0.492796629
1,0,0,1,0,1,0,0,1,0,0,1,0,-0.928628533,-0.406805407
1,1,2,0,1,0,0,1,0,1,1,0,0,0.465618199,1.767740809
1,0,0,1,0,0,0,1,0,1,0,0,1,-0.635102905,-0.491455659
0,2,0,1,0,0,0,1,0,1,0,0,1,-0.121433057,-0.488854258
1,1,0,0,1,1,0,0,1,0,1,0,0,-0.488340091,1.632335038
1,0,2,0,1,0,0,1,1,0,0,0,1,-0.414958684,-0.312172378
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.561721498,-0.491455659
0,0,0,1,0,0,0,1,1,0,0,0,1,0.098711164,-0.490279793
0,0,0,1,0,0,0,1,0,1,0,1,0,1.199432269,-0.124919787
0,0,0,1,0,0,0,1,0,1,0,1,0,-0.488340091,-0.437007438
1,0,0,1,0,0,0,1,1,0,0,1,0,-0.121433057,-0.393717861
1,0,0,1,0,0,0,1,0,1,0,0,1,0.68576242,-0.488854258
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.26819587,-0.486337422
0,1,0,1,0,0,0,1,1,0,0,0,1,-0.635102905,-0.450598352
0,1,0,1,0,0,0,1,0,1,0,0,1,-0.121433057,-0.329286862
0,0,0,1,0,0,0,1,1,0,0,0,1,-0.708484312,-0.474004926
0,1,0,1,0,0,0,1,0,1,0,1,0,0.318855385,-0.225593223
0,0,0,1,0,0,0,1,0,1,0,0,1,1.566339303,-0.492377828
1,1,1,1,0,0,0,1,0,1,0,1,0,-1.95596823,-0.270896269
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.635102905,-0.491874461
0,3,1,1,0,0,0,1,1,0,0,0,1,-1.648820305,-0.135657615
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.130785677,-0.48944219
0,0,0,1,0,0,1,0,0,1,0,0,1,-0.660019387,-0.510331928
1,1,0,0,1,0,1,0,1,0,1,0,0,0.245473978,1.163700193
0,0,0,1,0,0,0,1,0,1,0,1,0,0.389287607,-0.648421654
1,0,0,1,0,0,0,1,0,1,0,0,1,1.052669455,-0.488854258
0,0,0,1,0,0,0,1,1,0,0,0,1,0.084094691,-0.486337422
1,1,1,1,0,0,0,1,1,0,0,1,0,0.318855385,0.00595568
1,0,2,1,0,0,0,1,1,0,0,1,0,-0.855247126,-0.38667072
0,0,0,1,0,0,0,1,0,1,0,1,0,0.025329757,-0.38667072
0,0,2,1,0,0,0,1,1,0,0,0,1,-1.442298382,-0.162168958
0,0,0,1,0,1,0,0,0,1,0,0,1,-0.130785677,-0.48944219
0,0,0,1,0,0,1,0,0,1,0,0,1,-0.635102905,-0.492714077
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.04805165,-0.489860992
0,1,1,1,0,0,0,1,1,0,0,0,1,-0.121433057,-0.358482158
0,1,1,1,0,0,0,1,0,1,0,0,1,-0.855247126,-0.241449289
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.005708034,-0.502445171
1,1,0,1,0,0,0,1,1,0,0,1,0,-0.121433057,-0.124919787
1,0,0,1,0,0,0,1,1,0,0,1,0,-0.781865719,-0.124919787
0,0,0,1,0,0,1,0,0,1,0,0,1,0.433007703,-0.492377828
1,0,0,0,1,0,0,1,0,1,0,0,1,0.172092571,-0.486337422
1,0,0,0,1,0,0,1,0,1,1,0,0,-0.121433057,-0.113845709
1,1,0,1,0,0,0,1,1,0,0,0,1,-0.211061456,-0.32425319
1,1,0,1,0,0,0,1,1,0,0,1,0,0.905906641,-0.124919787
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.928628533,-0.504962007
0,1,0,0,1,0,0,1,0,1,1,0,0,1.492957896,0.47710736
1,1,2,0,1,0,0,1,1,0,1,0,0,-1.148772754,1.767740809
0,2,2,1,0,0,0,1,1,0,0,0,1,-0.635102905,0.043708218
1,2,3,1,0,0,0,1,1,0,0,1,0,-0.414958684,-0.270896269
0,1,4,0,1,0,0,1,0,1,1,0,0,2.520297594,4.647001077
0,0,0,1,0,0,0,1,0,1,0,1,0,0.098711164,-0.437007438
1,1,1,1,0,0,0,1,1,0,0,1,0,1.126050862,-0.119886115
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.708484312,-0.457142125
0,1,0,1,0,0,0,1,0,1,0,0,1,-0.341577277,-0.491874461
1,0,0,1,0,0,0,1,1,0,0,1,0,-0.121433057,-0.38667072
1,0,0,1,0,0,0,1,0,1,0,0,1,-0.424384896,-0.485079004
1,0,2,0,1,0,0,1,0,1,1,0,0,-1.882586823,0.999769611
1,0,1,1,0,0,0,1,1,0,0,1,0,-1.222154161,-0.255795253
1,0,0,1,0,0,0,1,0,1,1,0,0,0.318855385,-0.113845709
1,2,1,1,0,1,0,0,1,0,0,0,1,-1.809205416,-0.260661807
1,0,0,0,1,0,0,1,0,1,1,0,0,1.63972071,-0.034313694
0,1,2,1,0,0,0,1,0,1,0,1,0,0.465618199,-0.089684084
0,1,0,1,0,0,0,1,0,1,0,0,1,-0.309081544,-0.246398395
0,0,0,0,1,1,0,0,0,1,1,0,0,0.025329757,-0.089684084
1,1,0,0,1,1,0,0,0,1,1,0,0,1.419576489,1.14566354
0,0,0,1,0,0,0,1,0,1,0,0,1,0.084094691,-0.486337422
1,0,0,1,0,1,0,0,0,1,0,0,1,-0.04805165,-0.48944219
0,0,0,0,1,0,0,1,0,1,1,0,0,2.593679001,-0.113845709
1,1,0,0,1,0,0,1,1,0,1,0,0,1.109182019,0.395813561
1,0,0,1,0,0,0,1,1,0,0,1,0,1.492957896,-0.437007438
0,0,0,1,0,0,1,0,0,1,0,0,1,0.433007703,-0.492377828
1,0,0,0,1,0,0,1,0,1,1,0,0,1.346195082,-0.113845709
0,0,0,1,0,0,0,1,0,1,0,0,1,0.318855385,-0.486337422
0,0,0,0,1,0,0,1,0,1,1,0,0,1.272813675,0.126763803
0,0,0,1,0,0,0,1,0,1,0,1,0,1.346195082,-0.38667072
0,0,0,1,0,0,0,1,0,1,0,0,1,0.084094691,-0.486337422
0,0,0,1,0,0,0,1,0,1,0,0,1,0.612381013,-0.506472109
0,0,0,1,0,0,0,1,0,1,0,1,0,0.389287607,-0.648421654
0,0,0,1,0,0,0,1,0,1,1,0,0,1.933246338,-0.113845709
0,0,0,1,0,0,1,0,0,1,0,0,1,-0.707778686,-0.492881195
1,2,1,1,0,1,0,0,1,0,0,0,1,-2.121076396,-0.260661807
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.005708034,-0.502445171
0,0,0,1,0,0,0,1,0,1,0,0,1,0.612381013,-0.474004926
1,1,2,1,0,0,0,1,1,0,0,1,0,0.245473978,-0.089684084
1,0,0,0,1,1,0,0,1,0,0,1,0,-0.488340091,-0.370730088
0,0,0,1,0,0,0,1,1,0,0,0,1,-0.561721498,-0.450346668
0,0,0,0,1,0,0,1,0,1,1,0,0,1.092952353,0.39858208
0,1,0,1,0,0,0,1,0,1,0,1,0,0.318855385,-0.225593223
0,1,0,1,0,0,0,1,0,1,0,0,1,-0.04805165,-0.506556675
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.561721498,-0.496992698
1,0,1,1,0,0,0,1,1,0,0,0,1,-2.029349637,-0.401016685
0,5,2,1,0,0,0,1,0,1,0,0,1,-1.515679789,0.295895176
0,0,0,1,0,0,0,1,0,1,0,1,0,0.389287607,-0.648421654
0,0,0,1,0,0,0,1,0,1,0,0,1,1.492957896,-0.486337422
1,0,0,1,0,0,0,1,1,0,0,0,1,2.446916187,-0.45538034
1,1,0,0,1,1,0,0,0,1,1,0,0,-0.341577277,1.185429548
0,3,1,1,0,0,0,1,1,0,0,0,1,-1.648820305,-0.135657615
1,1,0,0,1,0,0,1,1,0,1,0,0,0.392236792,1.163700193
0,0,0,0,1,1,0,0,0,1,1,0,0,2.080009152,-0.050421444
0,0,0,1,0,0,0,1,0,1,0,0,1,0.025329757,-0.486337422
1,1,1,1,0,0,0,1,0,1,0,0,1,-1.515679789,-0.328280127
0,1,0,1,0,0,0,1,0,1,0,0,1,-0.309081544,-0.246398395
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.635102905,-0.502445171
0,0,0,0,1,0,0,1,0,1,1,0,0,1.859864931,-0.034313694
0,0,0,1,0,1,0,0,0,1,1,0,0,3.033967442,0.348329928
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.635102905,-0.486337422
0,0,0,1,0,1,0,0,0,1,0,0,1,-0.86720218,-0.357308306
1,1,0,0,1,1,0,0,1,0,1,0,0,1.786483524,0.927453868
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.225787532,-0.344387877
0,1,2,0,1,0,0,1,1,0,1,0,0,-0.341577277,2.40299019
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.414958684,-0.491455659
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.928628533,-0.474004926
0,0,0,1,0,0,1,0,1,0,0,0,1,-0.635102905,-0.492377828
0,0,0,1,0,0,1,0,1,0,0,0,1,-0.186422564,-0.494810098
0,0,0,1,0,0,0,1,1,0,0,0,1,0.538999606,-0.45538034
1,0,0,0,1,0,0,1,1,0,1,0,0,-1.00200994,1.093228788
0,1,0,0,1,1,0,0,0,1,1,0,0,-0.855247126,1.544245781
1,0,2,1,0,0,0,1,1,0,0,1,0,0.245473978,-0.124919787
1,0,0,1,0,0,0,1,0,1,1,0,0,1.486674302,-0.113845709
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.121433057,-0.194887825
1,0,0,1,0,0,0,1,0,1,0,0,1,-0.26819587,0.489103607
1,0,0,1,0,0,1,0,0,1,0,0,1,-0.04805165,-0.492377828
0,0,0,1,0,0,0,1,0,1,0,0,1,0.084094691,-0.486337422
1,0,0,0,1,0,0,1,0,1,1,0,0,0.465618199,-0.119131064
1,1,0,1,0,1,0,0,1,0,1,0,0,1.786483524,0.547578765
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.414958684,-0.497496065
0,0,0,0,1,0,0,1,0,1,1,0,0,1.272813675,0.036576512
1,0,0,0,1,0,0,1,1,0,0,1,0,0.318855385,-0.437007438
0,0,0,1,0,0,1,0,0,1,0,0,1,0.246209831,-0.162168958
1,1,0,1,0,0,0,1,1,0,0,1,0,0.465618199,-0.124919787
0,0,0,1,0,0,0,1,0,1,0,0,1,0.172092571,-0.48944219
1,0,0,0,1,0,0,1,1,0,1,0,0,0.025329757,1.234171598
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.561721498,-0.48944219
0,0,0,1,0,1,0,0,0,1,0,0,1,0.008993116,-0.502948539
1,0,1,0,1,1,0,0,1,0,1,0,0,1.052669455,0.518971402
0,0,0,1,0,1,0,0,0,1,0,0,1,-0.500576315,-0.502863973
0,0,0,1,0,0,1,0,0,1,0,0,1,0.79583453,-0.492377828
1,0,0,1,0,0,0,1,1,0,0,1,0,1.492957896,-0.437007438
0,0,0,0,1,0,0,1,0,1,1,0,0,0.648154449,3.817033163
0,0,0,1,0,0,0,1,0,1,0,0,1,0.68576242,-0.488854258
0,2,1,1,0,0,0,1,0,1,0,1,0,-0.488340091,-0.416872751
1,1,1,1,0,0,0,1,1,0,0,1,0,-2.029349637,-0.124919787
0,0,0,1,0,1,0,0,0,1,0,0,1,-0.500576315,-0.502863973
0,1,1,1,0,1,0,0,0,1,0,0,1,-0.928628533,-0.502863973
1,0,2,1,0,1,0,0,1,0,0,0,1,-1.623342543,-0.198244277
0,0,0,1,0,0,0,1,1,0,0,0,1,0.025329757,-0.474004926
1,0,2,1,0,0,0,1,1,0,0,1,0,-1.662442602,-0.119886115
0,0,0,0,1,0,0,1,0,1,1,0,0,1.126050862,-0.113845709
1,0,0,1,0,1,0,0,1,0,1,0,0,0.025329757,1.49441243
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.318180839,-0.356468689
1,0,2,0,1,1,0,0,1,0,1,0,0,-0.561721498,0.348245362
1,0,2,0,1,0,0,1,1,0,1,0,0,0.465618199,0.781141137
0,4,2,1,0,0,0,1,1,0,0,0,1,-1.515679789,-0.018709312
0,4,2,1,0,0,0,1,1,0,0,0,1,-1.368916975,-0.018709312
1,1,0,1,0,0,0,1,0,1,0,1,0,0.172092571,-0.124919787
0,1,0,0,1,1,0,0,0,1,1,0,0,1.492957896,1.49441243
0,0,0,1,0,0,0,1,0,1,1,0,0,2.520297594,-0.124919787
1,1,0,1,0,0,0,1,1,0,0,1,0,-0.781865719,-0.124919787
1,0,0,1,0,1,0,0,0,1,0,1,0,0.237198914,-0.369304552
0,1,1,1,0,0,0,1,0,1,0,0,1,0.245473978,-0.235157199
1,1,1,1,0,0,0,1,0,1,0,1,0,-1.589061195,0.091528101
1,0,2,0,1,1,0,0,0,1,1,0,0,-0.928628533,1.584178906
0,0,0,1,0,0,0,1,0,1,0,1,0,-0.194814463,-0.124919787
0,0,0,1,0,0,1,0,0,1,0,0,1,-0.243106304,-0.490783161
1,0,0,1,0,1,0,0,0,1,0,0,1,-0.561721498,-0.502948539
1,0,0,1,0,0,0,1,1,0,0,0,1,-0.561721498,-0.491874461
0,0,0,1,0,0,0,1,0,1,1,0,0,2.37353478,-0.113845709
1,1,0,0,1,1,0,0,1,0,1,0,0,1.346195082,0.148911959
0,0,0,1,0,1,0,0,0,1,1,0,0,0.648154449,3.932723049
1,1,1,0,1,0,0,1,1,0,1,0,0,0.68576242,0.955306181
1,1,0,1,0,0,0,1,1,0,0,0,1,0.465618199,-0.298078096
0,0,0,1,0,0,1,0,0,1,0,0,1,0.433007703,-0.492377828
0,0,0,1,0,0,0,1,0,1,0,0,1,0.759143827,-0.48944219
0,0,0,1,0,0,0,1,0,1,0,1,0,-0.121433057,-0.376603377
0,0,0,1,0,0,0,1,0,1,0,0,1,0.084094691,-0.486337422
0,0,0,1,0,0,0,1,1,0,0,0,1,0.084094691,-0.486337422
0,2,0,1,0,0,0,1,0,1,0,0,1,-0.414958684,-0.162168958
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.781865719,-0.48944219
0,0,4,1,0,0,0,1,1,0,0,0,1,-0.04805165,-0.224083121
0,0,0,1,0,1,0,0,0,1,0,0,1,-0.500576315,-0.502863973
1,0,0,1,0,0,0,1,0,1,0,0,1,0.172092571,-0.490279793
1,0,0,1,0,0,0,1,0,1,0,1,0,2.37353478,-0.437007438
1,2,0,0,1,0,0,1,1,0,1,0,0,1.713102117,0.388095935
1,0,0,0,1,0,0,1,0,1,1,0,0,0.465618199,-0.117117595
1,0,0,1,0,0,1,0,1,0,0,0,1,0.433007703,-0.492377828
0,0,0,1,0,0,0,1,0,1,0,0,1,-1.00200994,-0.486337422
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.781865719,-0.356468689
1,0,0,1,0,0,0,1,1,0,0,1,0,0.318855385,-0.38667072
1,1,0,0,1,0,0,1,1,0,1,0,0,0.68576242,0.47710736
0,1,0,1,0,1,0,0,1,0,0,0,1,-0.700129388,-0.357308306
1,0,0,1,0,0,0,1,0,1,0,0,1,0.172092571,-0.488854258
1,1,1,1,0,0,0,1,1,0,0,1,0,-0.341577277,-0.044381038
1,1,1,0,1,1,0,0,1,0,1,0,0,0.68576242,1.584178906
0,0,0,1,0,0,0,1,0,1,0,1,0,1.786483524,-0.124919787
0,0,0,0,1,1,0,0,0,1,1,0,0,0.465618199,0.15948267
0,0,0,1,0,1,0,0,0,1,0,0,1,-0.061636864,-0.472998191
1,0,2,0,1,0,0,1,1,0,1,0,0,-0.855247126,0.955306181
0,0,0,1,0,0,0,1,0,1,0,1,0,1.272813675,-0.346401346
1,1,1,0,1,1,0,0,0,1,1,0,0,2.226771966,0.946245572
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.561721498,-0.486337422
0,0,0,1,0,0,0,1,0,1,0,0,1,0.084094691,-0.486337422
0,0,0,1,0,0,0,1,0,1,0,0,1,0.392236792,-0.504962007
1,1,0,0,1,1,0,0,1,0,1,0,0,1.63972071,0.927453868
0,0,0,1,0,0,0,1,0,1,0,0,1,1.272813675,-0.502445171
0,0,2,1,0,0,1,0,1,0,0,0,1,-0.299080594,-0.492377828
0,1,0,1,0,0,0,1,0,1,0,1,0,0.538999606,-0.124919787
0,1,1,1,0,0,0,1,0,1,0,0,1,0.465618199,-0.162168958
1,0,0,1,0,0,0,1,1,0,0,1,0,-0.419616656,0.016023024
0,0,0,1,0,0,0,1,0,1,0,0,1,1.419576489,-0.648421654
0,0,0,1,0,1,0,0,0,1,0,0,1,0.008993116,-0.502948539
1,1,0,0,1,1,0,0,0,1,1,0,0,1.419576489,0.49782998
1,2,1,1,0,0,0,1,1,0,0,1,0,-0.414958684,-0.1047851
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.130785677,-0.48944219
0,0,0,1,0,0,0,1,0,1,1,0,0,0.607660142,0.205289083
0,0,0,1,0,0,0,1,0,1,0,0,1,1.052669455,-0.486337422
1,0,0,1,0,1,0,0,0,1,1,0,0,0.392236792,-0.113845709
0,1,0,1,0,0,0,1,0,1,0,0,1,0.465618199,-0.335327268
0,0,0,1,0,0,0,1,0,1,0,0,1,0.025329757,-0.48944219
1,0,0,1,0,0,0,1,0,1,1,0,0,-0.194814463,-0.034313694
1,1,2,1,0,1,0,0,1,0,0,1,0,-0.561721498,0.188762532
1,0,0,0,1,0,0,1,1,0,1,0,0,0.759143827,2.441497779
0,1,5,1,0,0,0,1,1,0,0,0,1,0.68576242,-0.018709312
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.142298075,-0.506472109
1,1,0,1,0,0,1,0,1,0,0,0,1,0.261371536,-0.336334002
0,0,0,1,0,0,1,0,0,1,0,0,1,0.433007703,-0.492377828
0,0,0,1,0,0,0,1,0,1,0,0,1,0.392236792,-0.486337422
1,1,2,1,0,0,0,1,1,0,0,1,0,-0.414958684,0.660333014
0,1,1,1,0,0,0,1,0,1,0,0,1,0.318855385,-0.358482158
0,1,0,1,0,0,0,1,1,0,0,0,1,-0.26819587,-0.32425319
1,2,1,0,1,0,0,1,1,0,0,1,0,-1.882586823,0.136831147
0,0,0,1,0,0,0,1,0,1,0,1,0,-0.26819587,-0.437007438
0,1,0,1,0,1,0,0,0,1,0,0,1,-0.194814463,-0.357390858
1,1,0,0,1,0,0,1,0,1,1,0,0,0.905906641,0.409740724
1,1,1,1,0,1,0,0,0,1,0,0,1,-0.708484312,-0.331467448
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.635102905,-0.490279793
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.635102905,-0.32425319
0,0,0,0,1,0,0,1,0,1,1,0,0,2.300153373,0.002347544
0,0,0,1,0,0,1,0,0,1,0,1,0,2.006627745,-0.399758267
1,0,0,0,1,0,0,1,1,0,1,0,0,-0.635102905,0.921244331
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.26819587,-0.48944219
0,0,0,1,0,0,1,0,0,1,0,0,1,-0.707778686,-0.492714077
1,0,0,0,1,0,0,1,0,1,1,0,0,3.694400105,-0.044381038
0,0,0,1,0,0,0,1,0,1,0,0,1,1.566339303,-0.506387543
1,0,0,0,1,1,0,0,0,1,1,0,0,0.172092571,-0.034313694
0,0,0,1,0,0,0,1,0,1,1,0,0,0.668770693,-0.648421654
0,3,2,1,0,0,0,1,1,0,0,0,1,-1.515679789,-0.086663881
1,0,0,1,0,0,0,1,1,0,0,1,0,-0.121433057,-0.38667072
0,0,0,1,0,0,0,1,0,1,0,0,1,0.172092571,-0.488854258
0,1,1,1,0,0,0,1,0,1,0,1,0,0.098711164,-0.119886115
0,0,5,1,0,0,0,1,1,0,0,0,1,0.832525234,0.150673744
0,1,0,1,0,0,0,1,0,1,0,0,1,-0.211061456,-0.32425319
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.708484312,-0.490279793
1,0,0,0,1,1,0,0,1,0,1,0,0,-0.414958684,0.746912168
0,3,2,1,0,0,0,1,1,0,0,0,1,-2.029349637,-0.086663881
1,0,0,1,0,0,0,1,0,1,0,0,1,0.005436407,0.489103607
1,2,1,1,0,1,0,0,1,0,0,0,1,-2.121076396,-0.260661807
1,1,0,0,1,1,0,0,0,1,1,0,0,1.346195082,0.896496787
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.781865719,-0.48944219
1,0,0,0,1,1,0,0,0,1,1,0,0,1.933246338,0.066359742
0,0,0,1,0,0,0,1,0,1,0,0,1,0.145626344,-0.496404765
1,0,0,1,0,0,0,1,1,0,0,0,1,-0.488340091,-0.496404765
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.130785677,-0.48944219
1,0,1,1,0,0,0,1,1,0,0,1,0,-0.855247126,-0.185323848
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.635102905,-0.478619796
1,0,0,1,0,0,1,0,1,0,0,0,1,-0.243106304,-0.490783161
0,0,0,1,0,0,1,0,1,0,0,0,1,-0.855247126,-0.512512515
0,2,0,1,0,0,0,1,0,1,0,1,0,-0.414958684,0.831477855
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.130785677,-0.48944219
0,1,1,1,0,0,1,0,1,0,0,0,1,0.172092571,-0.336334002
0,0,0,1,0,0,0,1,0,1,0,1,0,-0.488340091,-0.38667072
0,0,2,0,1,1,0,0,0,1,1,0,0,2.080009152,1.632335038
1,2,0,1,0,0,0,1,0,1,1,0,0,1.492957896,2.042579289
0,0,0,1,0,1,0,0,0,1,0,0,1,0.759143827,-0.502948539
0,0,0,0,1,0,0,1,0,1,1,0,0,1.272813675,-0.133225345
0,0,0,1,0,0,0,1,0,1,0,0,1,0.465618199,-0.497496065
1,1,0,1,0,0,0,1,0,1,0,0,1,-0.708484312,-0.488854258
0,2,0,1,0,0,0,1,0,1,0,1,0,0.172092571,0.831477855
0,0,0,1,0,0,0,1,0,1,0,1,0,-0.341577277,-0.38667072
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.148689639,-0.491874461
0,0,0,1,0,0,0,1,0,1,0,0,1,0.979288048,-0.486337422
1,1,0,0,1,0,0,1,1,0,1,0,0,0.710606103,0.39858208
1,1,1,1,0,0,0,1,1,0,0,1,0,0.759143827,0.136831147
0,1,0,0,1,0,0,1,0,1,1,0,0,0.098711164,0.39858208
0,0,0,1,0,0,0,1,0,1,0,1,0,2.960586035,-0.437007438
1,0,0,1,0,0,0,1,0,1,0,1,0,0.098711164,-0.38667072
0,0,0,1,0,0,0,1,0,1,0,1,0,0.389287607,-0.648421654
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.855247126,-0.491874461
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.378267981,-0.486337422
1,0,0,1,0,0,0,1,1,0,0,0,1,-0.855247126,-0.450262103
0,1,6,1,0,0,0,1,1,0,0,0,1,0.979288048,0.295895176
1,0,1,0,1,1,0,0,0,1,1,0,0,0.465618199,9.667166525
0,0,0,1,0,0,1,0,1,0,0,0,1,-0.424384896,-0.484575637
1,0,0,0,1,1,0,0,0,1,1,0,0,-0.194814463,0.896496787
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.708484312,-0.462679164
0,5,2,1,0,0,0,1,0,1,0,0,1,-1.148772754,0.295895176
0,1,1,1,0,0,0,1,0,1,0,1,0,2.226771966,0.136831147
0,1,2,1,0,1,0,0,0,1,0,1,0,-0.341577277,0.188762532
0,4,1,1,0,0,0,1,0,1,0,0,1,-1.148772754,0.150673744
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.781865719,-0.443635777
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.855247126,-0.491455659
1,0,1,0,1,0,0,1,1,0,1,0,0,-1.075391347,3.6067928
1,1,0,0,1,0,0,1,0,1,1,0,0,0.098711164,0.499255516
1,0,1,1,0,1,0,0,1,0,0,0,1,-1.882586823,-0.378280596
1,0,0,1,0,0,0,1,0,1,0,0,1,0.005436407,0.489103607
0,0,0,1,0,1,0,0,0,1,0,0,1,-0.341577277,-0.502948539
0,0,0,1,0,0,0,1,0,1,1,0,0,2.226771966,-0.113845709
0,0,0,1,0,0,0,1,0,1,0,1,0,1.63972071,-0.376603377
0,0,0,1,0,0,0,1,0,1,0,0,1,1.052669455,-0.486337422
1,0,0,1,0,0,1,0,1,0,0,0,1,-0.707778686,-0.492714077
0,1,1,0,1,1,0,0,0,1,1,0,0,1.419576489,1.584178906
0,0,0,0,1,0,0,1,0,1,0,0,1,0.905906641,-0.494391297
1,1,0,0,1,1,0,0,1,0,1,0,0,-0.855247126,3.932723049
1,0,0,0,1,0,0,1,0,1,1,0,0,0.392236792,-0.119131064
0,0,1,1,0,1,0,0,1,0,0,0,1,-0.855247126,-0.357390858
0,0,0,1,0,0,1,0,0,1,0,0,1,-0.341577277,-0.492544946
0,1,0,1,0,0,0,1,0,1,0,0,1,-0.26819587,-0.490279793
